150 11175
2 79 15
2 80 15
2 83 10
2 85 15
2 89 10
2 90 15
2 93 15
2 97 10
2 98 30
2 101 10
2 102 15
2 104 15
2 105 30
2 108 30
2 109 30
2 111 30
2 112 30
2 113 30
2 116 10
2 117 15
2 118 15
2 120 15
2 121 30
2 125 15
2 126 10
2 127 30
2 132 10
2 135 10
2 137 10
2 138 15
2 139 30
2 141 10
2 142 30
2 149 10
3 1 30
3 4 30
3 5 30
3 6 15
3 7 30
3 8 30
3 9 15
3 11 30
3 12 10
3 16 10
3 20 30
3 21 15
3 22 10
3 25 30
3 29 30
3 30 15
3 32 15
3 34 15
3 35 15
3 36 30
3 40 30
3 44 15
3 45 30
3 46 30
3 47 30
3 49 15
3 54 30
3 55 15
3 56 15
3 59 10
3 60 30
3 62 30
3 63 15
3 64 10
3 66 15
3 67 10
3 68 30
3 69 30
3 70 30
3 71 15
3 73 10
3 75 10
3 76 10
3 77 15
3 78 15
3 79 15
3 80 10
3 81 30
3 84 10
3 85 30
3 86 15
3 87 15
3 90 30
3 91 10
3 92 15
3 94 30
3 95 10
3 98 30
3 99 15
3 101 10
3 102 10
3 104 10
3 105 10
3 108 30
3 109 15
3 111 10
3 114 15
3 115 15
3 117 10
3 120 15
3 121 15
3 122 30
3 124 15
3 126 10
3 128 15
3 129 15
3 130 30
3 132 15
3 133 15
3 134 10
3 135 10
3 139 30
3 143 30
3 144 10
3 149 15
4 6 30
4 7 30
4 15 30
4 19 10
4 22 10
4 26 30
4 28 10
4 29 15
4 31 30
4 33 10
4 39 10
4 40 10
4 41 15
4 42 10
4 43 30
4 44 10
4 45 10
4 46 30
4 48 10
4 49 30
4 52 30
4 53 30
4 54 10
4 56 10
4 59 15
4 60 30
4 62 30
4 68 10
4 69 30
4 71 15
4 73 30
4 74 15
4 75 10
4 76 15
4 78 15
4 85 15
4 87 10
4 88 30
4 92 15
4 93 30
4 96 10
4 98 30
4 99 10
4 101 10
4 103 10
4 104 15
4 105 30
4 107 30
4 108 30
4 110 15
4 114 30
4 116 15
4 118 15
4 119 15
4 120 10
4 121 30
4 122 15
4 123 10
4 124 15
4 128 15
4 129 30
4 131 30
4 136 15
4 140 30
4 143 15
4 146 15
4 149 15
5 4 10
5 8 10
5 9 10
5 11 10
5 12 10
5 16 15
5 19 10
5 20 30
5 21 10
5 22 30
5 23 30
5 25 10
5 27 15
5 29 10
5 31 30
5 34 10
5 36 30
5 37 15
5 41 10
5 43 15
5 44 15
5 45 30
5 48 15
5 49 15
5 51 30
5 53 15
5 54 10
5 56 10
5 57 10
5 58 15
5 59 30
5 60 10
5 62 10
5 63 30
5 65 10
5 66 15
5 68 15
5 69 15
5 70 10
5 74 10
5 76 15
5 77 10
5 81 30
5 83 30
5 85 30
5 86 15
5 87 15
5 88 30
5 89 10
5 91 15
5 94 15
5 95 15
5 97 10
5 100 30
5 101 30
5 102 30
5 103 10
5 105 10
5 109 15
5 111 10
5 112 10
5 118 10
5 120 30
5 122 30
5 123 15
5 124 15
5 129 30
5 130 10
5 131 30
5 132 15
5 133 30
5 136 10
5 137 10
5 138 30
5 139 30
5 141 10
5 142 30
5 143 15
5 144 30
5 145 15
5 146 30
5 147 30
5 148 30
5 149 30
6 1 15
6 5 10
6 7 15
6 10 30
6 14 30
6 15 15
6 16 30
6 20 30
6 22 10
6 24 10
6 26 10
6 29 30
6 30 15
6 33 10
6 34 15
6 37 30
6 39 30
6 40 15
6 42 15
6 43 10
6 48 15
6 49 10
6 50 10
6 51 30
6 53 15
6 56 10
6 58 15
6 59 10
6 63 15
6 64 30
6 65 30
6 67 15
6 68 30
6 69 15
6 70 10
6 71 10
6 73 15
6 74 10
6 75 30
6 78 15
6 79 30
6 86 15
6 89 10
6 91 15
6 92 15
6 93 10
6 98 30
6 101 30
6 102 15
6 105 30
6 107 30
6 109 10
6 112 10
6 113 10
6 114 15
6 116 15
6 117 30
6 118 10
6 119 30
6 121 15
6 122 30
6 128 10
6 130 30
6 131 10
6 132 15
6 136 15
6 137 15
6 143 15
6 144 30
6 145 10
6 146 10
6 149 30
7 5 15
7 9 10
7 11 30
7 12 30
7 14 15
7 15 10
7 17 30
7 18 30
7 20 15
7 22 10
7 23 10
7 24 15
7 26 15
7 29 30
7 33 15
7 34 30
7 35 10
7 37 15
7 38 30
7 39 10
7 40 15
7 42 30
7 47 30
7 49 30
7 51 10
7 52 30
7 53 10
7 54 15
7 56 30
7 59 30
7 60 10
7 62 10
7 63 30
7 65 15
7 66 15
7 70 15
7 71 15
7 72 15
7 75 30
7 76 30
7 77 30
7 78 15
7 80 10
7 83 10
7 84 30
7 85 15
7 87 15
7 88 30
7 90 10
7 91 10
7 93 15
7 95 30
7 97 30
7 98 10
7 100 10
7 102 10
7 103 15
7 105 15
7 106 15
7 109 30
7 111 10
7 112 30
7 113 10
7 116 15
7 117 15
7 118 10
7 119 10
7 122 15
7 123 10
7 124 30
7 125 10
7 127 10
7 129 30
7 135 10
7 136 15
7 137 10
7 138 15
7 140 15
7 141 15
7 142 10
7 144 30
7 147 10
7 148 30
7 149 15
8 1 10
8 2 30
8 4 30
8 6 15
8 7 30
8 9 30
8 11 10
8 12 15
8 16 15
8 18 10
8 20 15
8 22 30
8 30 15
8 33 30
8 34 10
8 35 30
8 36 10
8 38 30
8 39 30
8 41 15
8 44 10
8 46 15
8 47 10
8 50 15
8 52 30
8 56 10
8 58 15
8 59 30
8 60 10
8 61 15
8 62 30
8 63 30
8 64 30
8 67 30
8 68 10
8 69 10
8 71 30
8 73 10
8 78 15
8 81 10
8 83 30
8 89 30
8 91 10
8 94 10
8 95 10
8 99 30
8 102 15
8 103 30
8 106 15
8 110 10
8 111 15
8 112 15
8 119 30
8 121 15
8 122 30
8 123 30
8 124 30
8 125 15
8 129 30
8 130 10
8 131 30
8 134 10
8 135 10
8 137 10
8 138 30
8 139 15
8 140 10
8 143 30
8 144 10
8 146 10
8 148 10
8 149 15
9 1 15
9 4 30
9 6 30
9 10 30
9 13 15
9 14 10
9 15 30
9 16 30
9 20 15
9 21 15
9 24 10
9 26 10
9 29 10
9 31 10
9 32 15
9 33 10
9 34 10
9 35 30
9 36 15
9 38 30
9 39 30
9 43 30
9 44 10
9 48 10
9 51 10
9 52 10
9 53 30
9 54 15
9 60 30
9 63 15
9 64 10
9 68 15
9 78 15
9 81 15
9 82 30
9 84 10
9 85 15
9 86 15
9 88 15
9 93 30
9 97 10
9 98 30
9 101 30
9 106 30
9 107 30
9 108 15
9 109 10
9 110 30
9 112 30
9 115 30
9 116 30
9 118 30
9 119 10
9 120 10
9 126 15
9 127 15
9 128 30
9 129 10
9 130 10
9 131 30
9 133 30
9 135 10
9 137 15
9 139 10
9 140 30
9 143 15
9 144 15
9 145 10
9 146 15
9 147 15
9 148 15
9 149 30
10 3 10
10 4 30
10 5 15
10 7 15
10 8 10
10 14 10
10 16 10
10 18 10
10 20 30
10 21 10
10 23 10
10 24 30
10 26 15
10 28 30
10 31 10
10 33 15
10 36 15
10 38 15
10 43 15
10 47 15
10 48 10
10 51 30
10 52 10
10 55 15
10 57 30
10 65 30
10 68 10
10 71 30
10 74 30
10 79 15
10 81 10
10 84 30
10 86 10
10 87 10
10 88 15
10 90 15
10 91 10
10 93 30
10 94 15
10 97 10
10 98 30
10 100 10
10 102 30
10 103 15
10 104 30
10 105 10
10 107 10
10 110 10
10 111 15
10 113 10
10 121 10
10 122 30
10 126 15
10 127 10
10 128 30
10 129 15
10 133 30
10 134 30
10 136 10
10 137 15
10 140 15
10 143 30
10 146 15
10 147 30
10 149 15
11 2 30
11 4 10
11 6 10
11 9 30
11 10 30
11 13 10
11 17 15
11 18 15
11 19 30
11 20 15
11 21 15
11 22 10
11 26 15
11 28 15
11 29 15
11 31 30
11 33 10
11 34 30
11 35 10
11 38 10
11 39 30
11 40 10
11 44 30
11 47 10
11 49 30
11 50 10
11 51 15
11 52 15
11 53 15
11 54 10
11 59 10
11 60 15
11 62 30
11 63 10
11 65 10
11 66 30
11 68 30
11 69 30
11 70 15
11 73 10
11 74 15
11 76 10
11 77 30
11 78 15
11 79 10
11 82 10
11 84 10
11 85 15
11 86 10
11 87 10
11 88 10
11 91 15
11 92 15
11 93 15
11 95 10
11 96 30
11 97 10
11 100 15
11 101 30
11 102 15
11 103 10
11 111 30
11 114 30
11 116 10
11 117 15
11 119 15
11 122 15
11 123 10
11 124 10
11 125 30
11 127 10
11 128 30
11 132 15
11 133 10
11 134 10
11 136 10
11 137 10
11 138 30
11 140 10
11 142 10
11 143 10
11 144 30
11 145 30
11 148 15
11 149 10
12 4 15
12 6 10
12 9 10
12 10 10
12 11 10
12 19 15
12 23 10
12 24 15
12 26 10
12 27 10
12 28 15
12 29 10
12 32 30
12 33 10
12 34 30
12 36 10
12 38 30
12 40 15
12 47 30
12 48 30
12 49 30
12 52 15
12 53 10
12 55 10
12 57 10
12 59 15
12 61 15
12 62 30
12 63 15
12 65 15
12 67 15
12 68 10
12 70 10
12 72 15
12 74 10
12 79 15
12 81 10
12 83 30
12 84 30
12 85 10
12 86 10
12 88 15
12 89 10
12 91 30
12 92 30
12 100 10
12 101 15
12 102 30
12 105 30
12 106 15
12 110 15
12 112 10
12 113 30
12 114 30
12 118 30
12 119 15
12 120 30
12 121 10
12 123 10
12 126 30
12 127 15
12 128 15
12 131 30
12 132 10
12 133 10
12 135 10
12 137 10
12 138 30
12 139 15
12 143 15
12 144 15
12 145 10
12 146 10
12 148 30
12 149 30
13 1 10
13 3 15
13 4 10
13 5 15
13 6 30
13 7 15
13 8 10
13 10 30
13 12 10
13 15 10
13 18 10
13 19 15
13 20 15
13 24 30
13 27 15
13 30 30
13 32 15
13 33 30
13 36 30
13 38 15
13 39 15
13 40 15
13 41 30
13 42 30
13 43 10
13 44 15
13 47 30
13 50 30
13 53 15
13 57 10
13 61 15
13 62 10
13 63 15
13 64 10
13 66 15
13 70 30
13 71 30
13 72 30
13 73 15
13 74 15
13 77 30
13 78 30
13 79 15
13 83 30
13 85 15
13 87 15
13 90 10
13 97 30
13 98 30
13 101 30
13 103 10
13 104 15
13 105 10
13 106 30
13 107 15
13 112 30
13 113 30
13 114 30
13 115 30
13 116 15
13 118 10
13 119 30
13 122 10
13 123 30
13 124 10
13 125 15
13 126 10
13 130 10
13 131 30
13 133 30
13 134 30
13 137 15
13 139 30
13 141 10
13 142 10
13 145 15
13 147 30
13 148 30
13 149 30
14 3 10
14 4 15
14 5 30
14 8 15
14 11 10
14 12 15
14 13 30
14 16 10
14 20 10
14 24 30
14 25 30
14 26 15
14 28 30
14 31 30
14 32 10
14 33 30
14 34 30
14 35 15
14 36 30
14 37 10
14 38 30
14 39 30
14 41 10
14 42 30
14 43 10
14 48 15
14 51 10
14 52 15
14 53 10
14 55 30
14 57 30
14 58 30
14 59 30
14 61 10
14 63 10
14 66 10
14 67 15
14 68 15
14 70 10
14 72 30
14 73 10
14 74 30
14 75 10
14 76 15
14 77 10
14 78 10
14 83 15
14 84 30
14 85 30
14 87 10
14 89 30
14 90 10
14 91 30
14 92 30
14 94 10
14 96 30
14 97 10
14 98 15
14 99 15
14 102 10
14 104 15
14 105 15
14 106 30
14 107 15
14 109 30
14 112 30
14 117 30
14 121 30
14 122 30
14 123 30
14 124 30
14 125 30
14 129 30
14 131 10
14 134 10
14 137 30
14 138 30
14 139 30
14 141 10
14 148 15
14 149 10
15 2 10
15 3 10
15 5 30
15 8 15
15 10 30
15 11 30
15 12 10
15 14 10
15 16 30
15 21 30
15 22 15
15 26 15
15 29 15
15 30 30
15 33 30
15 34 30
15 35 15
15 37 30
15 39 30
15 40 15
15 41 10
15 48 30
15 49 10
15 50 10
15 52 10
15 55 30
15 59 10
15 61 10
15 62 15
15 63 15
15 64 10
15 65 10
15 67 10
15 68 30
15 69 15
15 70 30
15 72 15
15 73 30
15 74 30
15 79 15
15 80 10
15 84 30
15 86 15
15 88 15
15 89 30
15 90 10
15 91 15
15 92 10
15 93 30
15 94 30
15 95 15
15 96 15
15 97 10
15 102 30
15 104 30
15 105 15
15 107 30
15 110 15
15 112 10
15 113 10
15 115 15
15 116 10
15 117 15
15 118 30
15 121 15
15 123 10
15 126 10
15 127 10
15 128 15
15 129 10
15 130 30
15 135 10
15 141 10
15 143 15
15 146 10
15 148 15
15 149 15
16 1 15
16 4 15
16 7 30
16 11 30
16 12 10
16 13 10
16 19 30
16 20 10
16 22 30
16 25 30
16 28 15
16 29 10
16 31 30
16 33 10
16 34 30
16 35 10
16 36 15
16 37 30
16 40 15
16 42 30
16 44 30
16 45 10
16 46 10
16 49 10
16 52 10
16 53 15
16 54 15
16 56 15
16 59 10
16 60 30
16 61 15
16 63 30
16 66 15
16 68 30
16 69 30
16 72 15
16 73 10
16 74 15
16 75 30
16 76 30
16 78 10
16 79 30
16 81 15
16 83 10
16 84 15
16 85 30
16 86 30
16 88 10
16 95 30
16 96 10
16 98 15
16 99 30
16 100 10
16 103 10
16 105 30
16 108 10
16 111 10
16 113 15
16 114 30
16 120 15
16 124 10
16 128 15
16 129 15
16 131 10
16 132 30
16 133 30
16 137 30
16 138 30
16 140 15
16 141 30
16 144 30
16 146 30
16 147 10
16 148 10
16 149 30
17 2 10
17 3 15
17 4 15
17 5 30
17 6 30
17 8 15
17 9 30
17 10 10
17 12 10
17 13 10
17 14 30
17 15 15
17 16 30
17 18 10
17 20 30
17 21 10
17 22 10
17 23 30
17 24 10
17 25 30
17 26 15
17 27 10
17 28 30
17 30 30
17 31 30
17 32 10
17 33 10
17 37 10
17 43 15
17 44 10
17 46 10
17 48 10
17 52 15
17 53 15
17 54 30
17 55 10
17 61 30
17 62 10
17 63 10
17 65 30
17 66 10
17 68 10
17 71 15
17 72 15
17 74 30
17 76 10
17 78 10
17 81 30
17 82 15
17 85 15
17 90 30
17 91 30
17 92 30
17 93 30
17 94 30
17 95 15
17 96 10
17 98 10
17 99 30
17 101 30
17 104 15
17 107 15
17 111 10
17 112 10
17 116 15
17 117 30
17 119 10
17 120 30
17 122 30
17 124 30
17 126 15
17 128 30
17 130 10
17 131 10
17 134 15
17 135 10
17 139 15
17 143 30
17 145 30
17 149 30
18 3 30
18 4 10
18 5 15
18 6 15
18 9 10
18 12 10
18 14 10
18 15 10
18 16 10
18 19 15
18 20 15
18 22 10
18 23 10
18 24 30
18 25 15
18 27 10
18 28 15
18 30 30
18 35 15
18 36 10
18 37 10
18 38 10
18 39 10
18 40 30
18 43 15
18 44 10
18 45 10
18 46 10
18 50 10
18 51 15
18 52 15
18 57 10
18 58 30
18 61 30
18 62 30
18 63 30
18 64 15
18 65 10
18 67 30
18 71 30
18 72 30
18 74 30
18 76 10
18 77 15
18 79 10
18 81 15
18 83 15
18 84 30
18 86 15
18 88 30
18 89 15
18 91 10
18 92 15
18 93 15
18 97 30
18 99 15
18 100 10
18 103 10
18 104 15
18 106 30
18 107 30
18 112 10
18 113 30
18 114 30
18 117 30
18 118 10
18 121 30
18 124 10
18 125 10
18 126 10
18 128 10
18 130 10
18 131 10
18 132 15
18 133 10
18 134 30
18 136 15
18 139 30
18 140 30
18 141 15
18 149 15
19 3 15
19 6 10
19 7 10
19 8 10
19 9 10
19 10 10
19 14 10
19 15 30
19 17 15
19 23 30
19 24 30
19 26 10
19 27 15
19 29 30
19 30 10
19 31 15
19 32 10
19 33 15
19 37 15
19 38 15
19 39 10
19 41 10
19 44 15
19 45 30
19 48 30
19 49 30
19 50 30
19 51 15
19 52 30
19 55 10
19 62 15
19 63 10
19 65 10
19 66 15
19 67 30
19 68 15
19 70 30
19 72 30
19 77 15
19 78 10
19 79 30
19 80 15
19 81 15
19 85 10
19 88 30
19 89 15
19 92 10
19 93 30
19 94 15
19 98 30
19 101 10
19 103 15
19 105 15
19 108 15
19 109 10
19 111 15
19 112 10
19 114 10
19 115 15
19 118 30
19 120 30
19 122 15
19 124 10
19 125 30
19 128 10
19 130 10
19 137 10
19 141 30
19 143 15
19 147 10
19 148 10
19 149 15
20 2 10
20 4 15
20 12 10
20 15 10
20 19 30
20 26 30
20 27 15
20 28 10
20 30 10
20 31 30
20 32 10
20 33 15
20 34 15
20 36 15
20 37 10
20 38 10
20 43 15
20 45 15
20 49 30
20 52 15
20 53 30
20 55 10
20 57 30
20 58 15
20 60 10
20 62 15
20 63 30
20 64 15
20 65 30
20 66 30
20 67 10
20 72 10
20 75 30
20 77 10
20 80 10
20 81 10
20 84 30
20 85 10
20 86 30
20 87 30
20 90 30
20 91 10
20 92 10
20 94 10
20 95 30
20 97 10
20 102 10
20 103 15
20 104 15
20 105 15
20 107 15
20 109 15
20 110 30
20 111 10
20 112 15
20 113 30
20 115 15
20 116 10
20 119 15
20 120 15
20 122 15
20 123 15
20 125 15
20 128 15
20 132 30
20 133 30
20 135 10
20 136 10
20 138 15
20 139 15
20 142 30
20 144 15
20 146 10
20 147 10
20 148 30
20 149 30
21 1 30
21 2 10
21 4 30
21 6 30
21 7 30
21 8 30
21 12 10
21 13 15
21 14 15
21 16 15
21 18 30
21 19 30
21 20 30
21 22 30
21 23 30
21 24 30
21 30 15
21 32 10
21 33 10
21 37 15
21 39 10
21 40 15
21 42 30
21 43 10
21 46 10
21 47 30
21 50 10
21 53 10
21 55 15
21 56 15
21 57 10
21 58 10
21 60 10
21 64 30
21 65 10
21 70 10
21 71 15
21 73 30
21 74 10
21 77 10
21 81 10
21 82 10
21 83 10
21 85 10
21 87 10
21 88 30
21 90 15
21 91 15
21 92 30
21 94 30
21 96 15
21 97 10
21 98 15
21 99 30
21 102 30
21 104 15
21 105 30
21 107 10
21 108 30
21 109 30
21 110 15
21 111 10
21 113 15
21 114 10
21 115 15
21 116 15
21 117 10
21 118 15
21 120 10
21 123 30
21 127 30
21 128 30
21 129 10
21 131 10
21 133 30
21 135 30
21 136 30
21 138 30
21 143 30
21 144 10
21 148 10
21 149 30
22 1 30
22 2 10
22 9 10
22 10 30
22 12 15
22 13 15
22 14 15
22 19 15
22 20 15
22 24 15
22 25 30
22 26 15
22 28 15
22 30 15
22 31 10
22 34 10
22 40 15
22 41 15
22 44 10
22 45 15
22 46 30
22 47 30
22 49 10
22 50 10
22 51 30
22 52 15
22 53 15
22 56 30
22 57 15
22 62 15
22 67 10
22 77 15
22 78 10
22 81 30
22 87 15
22 89 10
22 91 30
22 95 10
22 96 30
22 97 30
22 100 10
22 101 10
22 102 10
22 103 15
22 105 10
22 111 10
22 116 10
22 118 15
22 122 15
22 123 10
22 124 30
22 125 15
22 128 30
22 131 30
22 132 10
22 133 10
22 134 10
22 136 15
22 137 30
22 139 10
22 141 30
22 147 15
22 149 10
23 3 15
23 4 15
23 6 10
23 8 15
23 9 10
23 11 15
23 13 30
23 14 30
23 15 30
23 16 10
23 20 10
23 22 15
23 26 15
23 28 10
23 29 30
23 33 30
23 39 30
23 40 15
23 41 15
23 42 30
23 48 10
23 53 10
23 54 10
23 55 30
23 56 30
23 57 15
23 58 15
23 60 15
23 63 30
23 65 30
23 66 30
23 67 30
23 68 15
23 69 10
23 70 10
23 71 30
23 73 15
23 74 15
23 83 15
23 86 15
23 89 15
23 90 15
23 96 30
23 97 15
23 98 10
23 102 30
23 106 30
23 108 15
23 114 10
23 117 30
23 118 10
23 120 10
23 122 15
23 123 15
23 128 10
23 129 10
23 131 30
23 133 10
23 138 15
23 140 10
23 141 10
23 142 10
23 143 30
23 144 10
23 149 10
24 2 15
24 3 10
24 4 15
24 5 10
24 8 15
24 11 30
24 15 10
24 16 10
24 20 10
24 23 30
24 25 15
24 26 15
24 29 10
24 31 30
24 34 30
24 37 15
24 38 15
24 40 15
24 41 15
24 44 10
24 45 10
24 50 10
24 52 30
24 53 10
24 56 30
24 57 15
24 60 30
24 61 10
24 62 10
24 64 10
24 66 30
24 67 10
24 68 15
24 70 30
24 72 15
24 74 30
24 77 15
24 78 10
24 80 30
24 84 10
24 85 15
24 86 10
24 88 15
24 89 30
24 90 30
24 91 10
24 96 30
24 97 15
24 98 10
24 100 10
24 102 15
24 103 30
24 105 10
24 110 10
24 112 15
24 113 15
24 114 15
24 118 10
24 120 15
24 122 10
24 123 30
24 128 30
24 133 30
24 134 10
24 136 10
24 137 30
24 138 15
24 139 10
24 140 15
24 141 15
24 142 30
24 145 15
24 147 15
24 148 30
24 149 10
25 1 10
25 4 30
25 6 15
25 7 10
25 8 15
25 9 15
25 10 10
25 11 15
25 12 15
25 13 15
25 15 30
25 19 30
25 20 15
25 21 30
25 23 10
25 26 10
25 28 10
25 29 15
25 31 10
25 37 30
25 38 30
25 39 10
25 41 10
25 43 15
25 45 10
25 47 30
25 53 30
25 54 30
25 55 15
25 57 30
25 60 10
25 61 10
25 62 15
25 63 15
25 64 30
25 65 10
25 67 30
25 68 30
25 71 30
25 72 15
25 73 15
25 74 10
25 75 15
25 81 10
25 84 15
25 85 30
25 88 30
25 94 30
25 95 30
25 96 10
25 97 15
25 98 15
25 99 30
25 101 15
25 102 15
25 104 15
25 105 30
25 106 15
25 107 15
25 108 30
25 109 15
25 110 30
25 112 30
25 113 10
25 115 15
25 116 30
25 117 10
25 118 30
25 120 15
25 121 15
25 122 30
25 123 15
25 126 15
25 128 30
25 130 10
25 131 10
25 132 30
25 133 15
25 138 15
25 140 10
25 141 15
25 142 15
25 143 15
25 144 10
25 145 10
25 146 15
25 148 10
25 149 30
26 1 15
26 3 15
26 5 10
26 8 15
26 13 30
26 16 30
26 18 30
26 21 10
26 27 10
26 29 15
26 30 15
26 32 10
26 33 30
26 36 30
26 37 10
26 38 30
26 41 15
26 43 15
26 44 30
26 46 30
26 49 15
26 50 30
26 54 15
26 57 15
26 58 10
26 59 10
26 61 15
26 62 15
26 63 30
26 64 10
26 66 30
26 68 10
26 70 10
26 72 15
26 75 30
26 77 30
26 78 15
26 83 30
26 87 10
26 89 10
26 91 10
26 95 15
26 97 10
26 98 15
26 100 15
26 103 15
26 106 15
26 107 10
26 108 30
26 112 30
26 113 30
26 116 10
26 118 30
26 120 10
26 122 10
26 124 10
26 125 15
26 134 10
26 136 15
26 139 30
26 140 30
26 141 15
26 142 30
26 143 30
26 147 30
26 148 15
26 149 10
27 3 15
27 4 15
27 6 30
27 7 15
27 8 10
27 9 10
27 10 30
27 11 10
27 14 15
27 15 15
27 16 10
27 21 15
27 22 30
27 23 10
27 24 10
27 25 30
27 29 15
27 32 30
27 33 30
27 35 15
27 38 10
27 39 30
27 40 15
27 41 10
27 42 30
27 43 30
27 44 10
27 51 30
27 54 15
27 55 30
27 57 15
27 59 15
27 60 10
27 61 15
27 62 10
27 63 30
27 66 10
27 68 30
27 69 15
27 70 10
27 72 30
27 76 30
27 77 30
27 78 15
27 79 30
27 85 30
27 87 15
27 89 10
27 99 30
27 103 10
27 105 15
27 106 30
27 107 10
27 108 10
27 110 30
27 113 30
27 114 30
27 115 30
27 116 10
27 117 30
27 118 15
27 119 30
27 120 10
27 121 30
27 122 30
27 123 30
27 124 10
27 126 10
27 127 30
27 130 15
27 131 10
27 133 15
27 134 10
27 141 30
27 142 30
27 143 30
27 145 30
27 146 15
27 148 30
27 149 10
28 2 15
28 3 30
28 5 10
28 6 30
28 7 10
28 8 30
28 9 30
28 13 30
28 15 10
28 19 10
28 21 10
28 24 15
28 26 10
28 27 15
28 29 30
28 31 10
28 32 15
28 33 30
28 34 15
28 38 10
28 39 15
28 40 30
28 43 10
28 44 15
28 45 30
28 47 15
28 48 30
28 50 15
28 51 15
28 57 15
28 59 15
28 60 10
28 61 10
28 62 10
28 67 10
28 68 10
28 70 10
28 72 10
28 73 30
28 75 10
28 80 10
28 82 10
28 83 30
28 86 10
28 87 15
28 88 30
28 90 30
28 91 30
28 94 15
28 96 30
28 97 15
28 98 30
28 99 10
28 102 30
28 103 15
28 104 10
28 106 15
28 108 10
28 109 10
28 110 15
28 111 10
28 112 30
28 114 15
28 116 10
28 117 10
28 118 30
28 119 15
28 122 15
28 125 30
28 126 30
28 128 10
28 129 30
28 130 15
28 131 15
28 132 30
28 134 15
28 135 15
28 138 15
28 139 10
28 142 10
28 145 10
28 146 15
28 147 15
28 148 15
28 149 15
29 1 10
29 8 10
29 10 30
29 13 30
29 14 30
29 17 30
29 18 30
29 20 15
29 21 15
29 22 10
29 30 10
29 36 30
29 38 30
29 39 30
29 41 10
29 43 15
29 46 15
29 47 10
29 49 10
29 50 15
29 51 15
29 52 30
29 53 30
29 55 15
29 58 30
29 60 15
29 61 30
29 63 30
29 64 30
29 65 30
29 66 10
29 69 10
29 74 15
29 77 15
29 78 10
29 80 30
29 81 15
29 84 30
29 86 15
