200 19900
8 164 15
8 165 15
8 168 10
8 171 15
8 172 30
8 175 30
8 177 10
8 180 15
8 182 10
8 185 10
8 187 10
8 188 30
8 191 15
8 192 15
8 193 15
8 197 10
8 199 10
9 1 30
9 3 10
9 5 10
9 7 10
9 8 30
9 10 10
9 11 30
9 12 30
9 18 10
9 19 15
9 21 15
9 23 15
9 24 30
9 27 15
9 33 15
9 38 10
9 39 10
9 42 30
9 43 10
9 46 10
9 47 30
9 51 15
9 54 15
9 55 10
9 56 15
9 59 30
9 60 30
9 61 30
9 68 15
9 72 10
9 73 30
9 75 30
9 77 15
9 80 30
9 87 15
9 91 15
9 93 15
9 97 10
9 98 30
9 100 10
9 101 15
9 104 15
9 107 15
9 108 10
9 112 30
9 113 15
9 117 10
9 118 15
9 119 15
9 120 30
9 124 30
9 130 15
9 132 30
9 134 15
9 135 15
9 136 30
9 137 15
9 138 10
9 139 10
9 140 30
9 141 15
9 145 30
9 147 10
9 150 30
9 151 10
9 152 10
9 155 10
9 156 30
9 157 15
9 158 10
9 159 10
9 160 15
9 161 30
9 162 30
9 163 15
9 166 30
9 168 15
9 169 10
9 170 30
9 171 30
9 173 10
9 176 10
9 178 10
9 179 15
9 181 10
9 184 30
9 188 30
9 191 30
9 192 15
9 196 30
9 197 30
9 198 30
9 199 30
10 13 15
10 16 15
10 17 10
10 18 10
10 20 15
10 21 10
10 22 10
10 23 10
10 25 15
10 27 30
10 29 10
10 34 30
10 36 30
10 39 10
10 45 15
10 46 30
10 47 30
10 54 10
10 55 15
10 56 15
10 57 10
10 58 30
10 59 30
10 60 10
10 62 30
10 63 15
10 65 10
10 66 10
10 67 15
10 70 30
10 76 10
10 80 10
10 81 30
10 84 30
10 85 10
10 86 30
10 90 10
10 91 30
10 92 15
10 93 15
10 96 15
10 97 10
10 98 30
10 100 15
10 101 30
10 105 30
10 106 30
10 107 30
10 108 10
10 112 10
10 114 15
10 116 15
10 119 30
10 121 30
10 123 30
10 125 30
10 126 15
10 128 10
10 130 10
10 131 15
10 136 30
10 137 15
10 138 15
10 139 15
10 143 15
10 146 15
10 147 15
10 149 10
10 152 15
10 153 15
10 155 10
10 156 30
10 160 10
10 161 15
10 169 10
10 170 15
10 171 15
10 172 10
10 175 15
10 176 10
10 177 30
10 178 30
10 180 10
10 187 10
10 191 10
10 196 30
10 198 15
10 199 10
11 2 30
11 4 15
11 5 30
11 7 15
11 10 10
11 14 30
11 15 30
11 16 10
11 19 30
11 20 30
11 22 30
11 23 30
11 25 10
11 27 15
11 29 30
11 30 10
11 32 10
11 33 10
11 34 15
11 35 15
11 38 10
11 39 15
11 40 30
11 42 30
11 43 15
11 46 15
11 47 10
11 49 30
11 52 10
11 53 30
11 54 15
11 55 30
11 58 10
11 59 15
11 60 15
11 61 10
11 62 10
11 63 30
11 64 30
11 65 15
11 66 15
11 68 30
11 71 15
11 72 15
11 73 30
11 78 30
11 79 30
11 80 10
11 83 10
11 84 15
11 85 30
11 86 15
11 88 30
11 90 10
11 91 30
11 93 10
11 95 10
11 97 15
11 99 30
11 103 15
11 108 30
11 111 15
11 113 30
11 114 10
11 115 30
11 116 15
11 118 15
11 119 15
11 120 30
11 122 15
11 123 15
11 125 15
11 127 10
11 128 10
11 131 30
11 132 30
11 134 10
11 136 10
11 139 15
11 140 30
11 143 10
11 146 15
11 147 15
11 148 10
11 149 15
11 150 15
11 153 30
11 155 15
11 156 30
11 157 10
11 158 15
11 163 10
11 167 30
11 168 10
11 173 10
11 174 15
11 175 10
11 176 10
11 177 15
11 178 15
11 179 10
11 182 15
11 185 30
11 186 15
11 187 30
11 188 10
11 190 30
11 193 30
11 194 15
11 195 10
11 197 30
11 199 30
12 1 15
12 2 30
12 3 10
12 6 30
12 7 15
12 10 10
12 11 30
12 14 10
12 15 30
12 17 30
12 21 15
12 22 15
12 23 10
12 28 30
12 30 30
12 31 10
12 32 10
12 33 10
12 35 10
12 36 10
12 37 15
12 38 10
12 39 30
12 41 15
12 44 15
12 46 15
12 47 15
12 49 30
12 53 10
12 54 30
12 56 10
12 60 10
12 61 30
12 64 10
12 66 30
12 68 15
12 69 30
12 70 15
12 72 10
12 75 15
12 77 10
12 79 15
12 81 15
12 84 10
12 87 15
12 89 30
12 94 15
12 96 15
12 100 10
12 102 30
12 104 10
12 107 15
12 108 30
12 110 15
12 112 15
12 113 30
12 114 30
12 117 30
12 118 30
12 121 10
12 124 30
12 126 30
12 127 10
12 128 15
12 131 30
12 133 10
12 134 15
12 136 10
12 137 30
12 138 15
12 139 10
12 140 10
12 143 10
12 145 10
12 146 30
12 149 30
12 150 10
12 157 30
12 158 10
12 160 10
12 161 15
12 163 10
12 164 30
12 167 30
12 168 30
12 169 15
12 172 15
12 174 30
12 175 30
12 177 15
12 181 30
12 183 30
12 184 30
12 185 30
12 186 15
12 188 30
12 189 10
12 192 30
12 194 15
12 195 30
12 196 10
12 197 10
12 198 10
12 199 15
13 2 30
13 3 10
13 4 30
13 6 15
13 8 15
13 9 30
13 11 15
13 12 15
13 14 30
13 16 30
13 18 30
13 21 15
13 22 15
13 23 15
13 25 15
13 27 30
13 31 15
13 33 15
13 35 30
13 39 15
13 40 15
13 41 30
13 47 10
13 49 10
13 51 15
13 53 15
13 57 10
13 59 10
13 61 15
13 63 15
13 65 15
13 70 30
13 73 15
13 78 15
13 80 15
13 81 15
13 82 15
13 83 15
13 87 10
13 88 15
13 89 15
13 90 15
13 94 15
13 96 30
13 98 30
13 100 30
13 101 15
13 104 10
13 106 30
13 109 30
13 111 10
13 117 10
13 120 15
13 122 10
13 123 15
13 126 30
13 127 30
13 130 15
13 138 30
13 139 30
13 140 15
13 142 30
13 144 30
13 145 30
13 147 30
13 148 30
13 149 15
13 151 30
13 157 30
13 158 10
13 160 10
13 161 30
13 162 15
13 163 10
13 164 30
13 169 10
13 170 10
13 172 15
13 174 15
13 176 10
13 178 10
13 179 10
13 182 15
13 184 15
13 185 10
13 186 10
13 191 10
13 194 30
13 195 30
13 196 15
13 197 30
13 198 15
13 199 10
14 4 30
14 5 10
14 7 30
14 8 10
14 9 30
14 10 30
14 16 10
14 17 15
14 23 15
14 26 15
14 29 30
14 34 10
14 35 15
14 36 10
14 37 15
14 40 10
14 44 15
14 48 10
14 50 15
14 51 15
14 52 30
14 53 15
14 54 10
14 56 15
14 57 15
14 58 15
14 59 30
14 61 10
14 64 15
14 66 30
14 68 15
14 71 10
14 72 15
14 75 30
14 78 10
14 81 10
14 82 10
14 85 15
14 86 30
14 89 10
14 93 10
14 97 15
14 100 15
14 103 10
14 105 15
14 106 10
14 107 10
14 108 30
14 112 10
14 113 15
14 115 30
14 118 10
14 120 30
14 121 15
14 125 15
14 126 15
14 131 30
14 132 30
14 133 15
14 134 15
14 135 10
14 138 30
14 139 15
14 140 15
14 142 30
14 143 30
14 145 30
14 148 10
14 149 10
14 151 10
14 154 30
14 155 10
14 159 10
14 163 15
14 166 10
14 167 10
14 173 30
14 174 15
14 175 15
14 177 15
14 180 15
14 182 10
14 183 10
14 190 15
14 191 30
14 195 15
14 197 15
14 199 15
15 2 15
15 3 10
15 6 10
15 8 10
15 9 10
15 10 10
15 13 10
15 14 30
15 16 15
15 17 30
15 18 10
15 19 30
15 22 15
15 28 30
15 33 15
15 35 15
15 37 10
15 38 15
15 41 15
15 42 15
15 43 30
15 45 10
15 46 10
15 48 30
15 51 10
15 52 30
15 63 30
15 66 10
15 69 10
15 71 10
15 73 30
15 74 15
15 75 15
15 76 15
15 77 30
15 82 10
15 87 10
15 88 15
15 91 10
15 92 10
15 94 30
15 95 15
15 97 10
15 100 30
15 101 10
15 103 30
15 106 15
15 109 30
15 111 15
15 112 15
15 114 15
15 116 10
15 118 30
15 119 15
15 122 15
15 125 30
15 127 10
15 128 10
15 129 10
15 132 30
15 133 15
15 134 10
15 136 30
15 137 15
15 139 30
15 141 10
15 143 30
15 145 15
15 146 15
15 149 30
15 151 30
15 152 10
15 155 15
15 156 15
15 157 15
15 158 10
15 160 10
15 161 15
15 166 30
15 169 30
15 170 15
15 172 30
15 173 10
15 174 15
15 175 10
15 177 30
15 179 30
15 180 15
15 182 15
15 183 10
15 188 15
15 192 10
15 196 30
15 197 10
15 198 30
15 199 15
16 5 10
16 8 10
16 9 10
16 12 30
16 19 30
16 20 15
16 21 10
16 22 10
16 23 30
16 25 10
16 26 15
16 29 30
16 31 10
16 32 10
16 35 15
16 40 10
16 43 15
16 46 30
16 49 15
16 50 15
16 51 10
16 52 15
16 54 30
16 56 30
16 57 10
16 58 15
16 59 15
16 65 10
16 67 30
16 70 30
16 72 15
16 73 10
16 75 30
16 76 30
16 77 10
16 81 10
16 82 15
16 85 10
16 87 30
16 90 30
16 93 15
16 95 10
16 96 10
16 97 10
16 100 15
16 102 10
16 103 30
16 105 30
16 108 10
16 109 30
16 110 30
16 114 30
16 117 30
16 119 30
16 120 30
16 121 15
16 123 15
16 125 10
16 127 30
16 130 15
16 135 10
16 138 15
16 142 30
16 146 15
16 149 10
16 150 30
16 151 15
16 156 15
16 157 10
16 158 15
16 159 10
16 160 15
16 165 30
16 167 10
16 171 15
16 173 10
16 175 30
16 177 15
16 180 30
16 184 15
16 185 15
16 187 10
16 189 15
16 190 15
16 191 15
16 193 15
16 194 30
16 195 30
16 196 15
16 197 15
16 199 15
17 1 15
17 2 10
17 5 10
17 6 10
17 8 15
17 9 10
17 11 30
17 13 15
17 16 10
17 18 30
17 21 30
17 23 10
17 26 30
17 29 10
17 30 10
17 33 10
17 34 15
17 36 15
17 37 10
17 38 30
17 40 15
17 41 10
17 42 10
17 43 10
17 44 10
17 48 30
17 51 30
17 53 10
17 54 10
17 58 15
17 59 15
17 60 15
17 62 10
17 64 30
17 65 30
17 69 30
17 70 30
17 74 15
17 77 30
17 78 30
17 80 30
17 84 10
17 87 10
17 89 10
17 90 15
17 91 15
17 94 10
17 95 10
17 96 15
17 98 15
17 101 15
17 103 10
17 104 10
17 108 10
17 111 10
17 113 10
17 114 30
17 117 10
17 121 30
17 122 15
17 128 10
17 129 30
17 136 15
17 142 10
17 145 15
17 147 30
17 148 10
17 153 15
17 154 30
17 155 10
17 157 30
17 158 30
17 159 15
17 164 30
17 165 15
17 167 15
17 170 15
17 171 30
17 173 15
17 174 30
17 175 15
17 176 15
17 178 10
17 180 10
17 182 10
17 183 15
17 184 15
17 186 10
17 187 30
17 190 10
17 195 15
17 196 15
17 199 15
18 1 10
18 2 15
18 7 10
18 8 10
18 11 30
18 12 30
18 14 30
18 16 30
18 21 10
18 22 30
18 23 30
18 29 30
18 33 10
18 35 15
18 37 30
18 39 30
18 46 15
18 48 15
18 49 30
18 50 15
18 54 15
18 55 30
18 59 30
18 64 30
18 65 10
18 66 30
18 70 30
18 72 15
18 73 30
18 74 15
18 76 10
18 79 10
18 85 30
18 86 10
18 92 15
18 93 10
18 96 30
18 99 10
18 101 10
18 102 15
18 103 30
18 104 15
18 105 30
18 106 15
18 107 30
18 111 15
18 114 10
18 117 15
18 119 30
18 120 15
18 122 10
18 124 15
18 125 10
18 126 10
18 130 30
18 131 10
18 137 30
18 138 15
18 140 15
18 142 10
18 143 10
18 146 10
18 148 15
18 149 15
18 153 15
18 160 10
18 163 30
18 165 15
18 167 30
18 168 15
18 169 15
18 171 15
18 172 15
18 173 10
18 174 15
18 175 30
18 176 15
18 177 10
18 179 10
18 180 30
18 181 30
18 183 10
18 187 15
18 188 15
18 189 15
18 190 30
18 192 10
18 193 10
18 194 15
18 195 30
18 199 30
19 3 30
19 5 30
19 6 15
19 7 30
19 8 30
19 10 15
19 12 30
19 13 10
19 14 30
19 17 30
19 18 10
19 22 10
19 24 15
19 25 10
19 28 15
19 29 15
19 33 30
19 34 15
19 35 10
19 36 10
19 40 15
19 42 10
19 45 30
19 47 15
19 49 10
19 52 15
19 53 15
19 54 30
19 56 10
19 57 15
19 59 30
19 62 10
19 66 30
19 67 10
19 68 10
19 70 30
19 71 10
19 73 10
19 75 15
19 76 10
19 77 10
19 79 30
19 80 10
19 81 15
19 83 30
19 87 15
19 88 10
19 93 30
19 94 10
19 95 10
19 98 30
19 99 30
19 103 10
19 104 10
19 106 30
19 110 15
19 114 15
19 119 15
19 121 30
19 122 10
19 124 15
19 125 10
19 127 15
19 128 15
19 129 30
19 130 10
19 131 30
19 134 10
19 135 10
19 142 15
19 143 10
19 144 15
19 146 30
19 147 30
19 149 30
19 151 10
19 152 10
19 155 10
19 156 10
19 159 15
19 162 15
19 163 10
19 166 30
19 171 10
19 173 30
19 174 10
19 175 10
19 178 15
19 181 30
19 183 10
19 186 30
19 192 15
19 193 30
19 194 10
19 199 15
20 2 15
20 5 10
20 6 10
20 7 15
20 8 10
20 9 30
20 12 10
20 13 30
20 14 15
20 15 30
20 17 10
20 18 10
20 19 10
20 24 10
20 27 15
20 28 10
20 30 10
20 31 15
20 32 30
20 34 15
20 35 15
20 37 10
20 40 15
20 45 15
20 47 15
20 49 30
20 50 10
20 51 15
20 54 10
20 55 10
20 58 10
20 60 10
20 61 30
20 62 15
20 63 15
20 64 30
20 66 10
20 67 30
20 69 30
20 70 15
20 75 15
20 77 15
20 78 15
20 79 30
20 83 10
20 84 15
20 85 15
20 86 10
20 88 30
20 89 30
20 93 30
20 94 30
20 96 10
20 98 15
20 100 15
20 101 15
20 102 30
20 103 10
20 104 30
20 106 10
20 107 15
20 109 30
20 113 15
20 114 30
20 115 30
20 116 10
20 117 30
20 119 30
20 122 15
20 123 10
20 125 30
20 129 10
20 130 10
20 133 30
20 142 15
20 143 10
20 145 15
20 147 10
20 149 10
20 151 15
20 153 15
20 154 10
20 155 30
20 157 15
20 158 15
20 161 30
20 162 30
20 163 15
20 164 10
20 169 15
20 170 15
20 172 30
20 173 10
20 175 15
20 179 10
20 180 15
20 183 10
20 186 30
20 188 15
20 190 30
20 192 10
20 193 30
20 194 10
20 199 30
21 4 15
21 5 10
21 6 30
21 8 10
21 11 30
21 14 15
21 15 15
21 19 10
21 20 10
21 22 15
21 23 15
21 24 15
21 25 30
21 26 10
21 27 30
21 30 15
21 32 15
21 35 15
21 37 15
21 38 10
21 41 30
21 43 15
21 44 15
21 45 15
21 46 30
21 47 15
21 48 15
21 53 10
21 54 30
21 56 30
21 62 10
21 65 15
21 67 30
21 68 30
21 73 15
21 77 30
21 78 30
21 80 10
21 82 15
21 87 15
21 93 10
21 96 30
21 97 10
21 102 30
21 105 30
21 106 30
21 107 30
21 109 30
21 110 10
21 112 30
21 115 30
21 118 30
21 120 15
21 122 30
21 125 10
21 126 10
21 127 10
21 130 30
21 133 15
21 134 10
21 136 10
21 137 10
21 138 15
21 139 30
21 140 10
21 141 15
21 146 15
21 147 30
21 148 30
21 151 10
21 152 30
21 153 10
21 154 30
21 155 10
21 159 15
21 161 15
21 162 30
21 166 10
21 169 10
21 170 30
21 172 10
21 173 10
21 179 15
21 186 30
21 187 15
21 188 15
21 189 10
21 190 15
21 192 30
21 195 15
21 196 30
21 198 15
21 199 30
22 4 15
22 5 15
22 8 10
22 9 30
22 14 15
22 17 15
22 20 15
22 23 30
22 28 10
22 31 10
22 32 10
22 34 30
22 36 10
22 37 30
22 44 10
22 46 15
22 49 10
22 50 15
22 52 15
22 53 10
22 55 15
22 56 15
22 59 30
22 63 10
22 66 30
22 74 10
22 77 15
22 78 15
22 79 15
22 80 15
22 81 15
22 84 10
22 85 15
22 86 10
22 87 30
22 88 15
22 89 15
22 93 15
22 96 15
22 97 30
22 103 30
22 107 15
22 109 10
22 110 10
22 112 30
22 113 10
22 116 10
22 117 15
22 119 30
22 125 15
22 128 30
22 131 10
22 133 10
22 134 15
22 136 30
22 137 30
22 138 10
22 140 15
22 141 15
22 142 10
22 146 10
22 147 10
22 149 10
22 151 15
22 153 30
22 154 30
22 157 15
22 159 30
22 160 10
22 161 30
22 162 10
22 163 15
22 168 15
22 169 30
22 172 30
22 173 30
22 176 15
22 177 10
22 178 15
22 179 15
22 180 15
22 181 10
22 184 30
22 188 15
22 189 10
22 191 15
22 192 15
22 193 10
22 199 15
23 1 30
23 3 15
23 7 15
23 15 10
23 19 15
23 20 15
23 27 30
23 29 30
23 31 10
23 32 10
23 33 30
23 38 10
23 39 10
23 40 10
23 44 30
23 45 30
23 46 10
23 47 15
23 48 30
23 51 30
23 53 15
23 55 10
23 59 30
