100 4950
18 98 10
18 99 30
19 5 15
19 6 15
19 9 10
19 10 15
19 12 10
19 13 15
19 15 30
19 16 30
19 18 10
19 20 15
19 21 15
19 23 30
19 26 30
19 28 30
19 29 30
19 30 10
19 31 30
19 35 10
19 37 15
19 38 10
19 39 15
19 40 30
19 43 15
19 46 10
19 49 10
19 50 30
19 51 10
19 53 30
19 54 30
19 56 10
19 60 30
19 62 15
19 65 15
19 68 10
19 71 10
19 73 15
19 74 15
19 75 30
19 76 10
19 78 15
19 80 10
19 81 10
19 83 30
19 84 15
19 85 15
19 86 15
19 87 30
19 89 30
19 93 30
19 97 15
19 98 30
19 99 10
20 1 30
20 4 10
20 6 15
20 8 10
20 10 10
20 11 10
20 14 30
20 17 30
20 23 15
20 27 10
20 28 15
20 32 10
20 34 10
20 35 30
20 38 30
20 41 30
20 43 10
20 46 15
20 47 30
20 49 10
20 52 15
20 54 15
20 56 30
20 58 15
20 61 15
20 62 15
20 63 15
20 66 15
20 67 15
20 68 10
20 73 30
20 74 10
20 76 15
20 77 30
20 78 15
20 81 30
20 83 15
20 84 30
20 85 15
20 86 10
20 87 30
20 90 15
20 91 30
20 93 30
20 94 30
20 95 15
20 96 10
20 98 10
20 99 15
21 2 10
21 3 10
21 5 30
21 7 10
21 9 30
21 11 10
21 14 15
21 16 15
21 18 30
21 20 10
21 22 30
21 23 15
21 24 30
21 25 15
21 29 10
21 33 10
21 36 15
21 37 30
21 40 30
21 41 30
21 42 30
21 43 15
21 44 30
21 50 30
21 53 10
21 54 10
21 56 10
21 57 15
21 60 15
21 61 30
21 63 15
21 64 15
21 65 15
21 69 30
21 71 30
21 74 30
21 75 15
21 77 30
21 80 15
21 81 15
21 84 30
21 85 30
21 88 10
21 89 10
21 91 10
21 99 30
22 3 30
22 4 15
22 5 15
22 7 15
22 8 10
22 9 30
22 11 15
22 13 10
22 16 30
22 19 30
22 20 30
22 23 30
22 25 15
22 26 15
22 27 30
22 28 15
22 29 15
22 31 30
22 32 30
22 34 10
22 36 30
22 37 10
22 41 15
22 43 10
22 44 30
22 46 15
22 52 10
22 54 15
22 61 30
22 62 30
22 65 15
22 68 10
22 71 10
22 73 15
22 74 15
22 75 10
22 80 15
22 81 30
22 88 10
22 92 15
22 95 10
22 99 30
23 2 30
23 3 10
23 4 10
23 5 30
23 6 10
23 7 10
23 10 30
23 15 10
23 18 10
23 28 30
23 29 10
23 31 10
23 32 10
23 33 30
23 34 30
23 35 15
23 36 30
23 38 30
23 40 10
23 41 15
23 44 30
23 45 30
23 47 10
23 48 10
23 49 30
23 50 30
23 51 15
23 53 15
23 55 15
23 58 30
23 59 15
23 60 30
23 61 15
23 62 30
23 66 30
23 67 15
23 70 30
23 72 30
23 73 10
23 74 15
23 76 10
23 78 15
23 80 10
23 83 30
23 84 30
23 85 10
23 89 15
23 90 10
23 92 30
23 94 10
23 95 15
23 98 15
23 99 10
24 2 30
24 3 15
24 4 15
24 6 30
24 8 15
24 9 15
24 11 15
24 13 15
24 17 30
24 18 10
24 19 30
24 20 15
24 22 30
24 23 30
24 25 15
24 28 30
24 30 15
24 32 30
24 34 15
24 35 10
24 36 15
24 38 15
24 40 30
24 41 10
24 42 30
24 45 15
24 46 15
24 49 30
24 52 30
24 54 30
24 55 30
24 57 30
24 58 10
24 59 10
24 61 15
24 62 15
24 66 15
24 67 10
24 70 15
24 71 30
24 72 30
24 74 10
24 77 10
24 78 10
24 84 10
24 86 30
24 87 30
24 88 30
24 90 15
24 92 10
24 93 10
24 95 30
24 96 15
24 97 10
24 98 15
24 99 10
25 1 15
25 3 30
25 4 10
25 6 30
25 7 15
25 8 10
25 9 15
25 13 15
25 14 30
25 16 30
25 19 10
25 20 30
25 23 15
25 26 15
25 27 15
25 31 15
25 32 30
25 33 15
25 35 30
25 36 15
25 38 10
25 42 30
25 44 10
25 45 10
25 48 10
25 49 30
25 51 10
25 52 15
25 53 30
25 57 30
25 60 30
25 61 10
25 62 30
25 63 15
25 65 30
25 66 30
25 67 30
25 70 30
25 71 10
25 73 10
25 74 30
25 75 10
25 76 10
25 77 30
25 79 30
25 81 30
25 87 10
25 88 15
25 91 15
25 93 10
25 95 10
25 96 15
25 98 15
25 99 15
26 1 10
26 3 30
26 7 15
26 10 15
26 14 30
26 18 30
26 20 30
26 21 30
26 23 10
26 24 10
26 29 30
26 33 30
26 34 15
26 38 15
26 44 10
26 45 30
26 46 30
26 47 30
26 50 30
26 51 10
26 52 10
26 56 15
26 59 30
26 64 15
26 65 30
26 67 30
26 69 15
26 73 15
26 75 10
26 76 15
26 77 15
26 78 15
26 81 10
26 85 10
26 86 10
26 87 10
26 88 15
26 89 30
26 91 30
26 93 15
26 94 10
26 96 10
26 99 10
27 2 10
27 5 10
27 7 10
27 9 10
27 10 15
27 11 30
27 14 30
27 15 30
27 16 30
27 17 10
27 19 15
27 21 10
27 23 30
27 24 30
27 26 15
27 29 10
27 30 15
27 32 10
27 34 10
27 37 30
27 38 30
27 39 10
27 40 30
27 41 15
27 42 30
27 45 30
27 46 30
27 47 15
27 48 15
27 49 15
27 51 30
27 53 15
27 56 30
27 58 10
27 60 30
27 64 30
27 74 30
27 76 10
27 77 30
27 81 10
27 82 30
27 83 30
27 87 10
27 90 10
27 94 30
27 95 30
27 96 30
27 98 10
27 99 10
28 2 10
28 3 10
28 5 30
28 6 30
28 7 30
28 10 10
28 12 15
28 13 15
28 15 10
28 21 10
28 25 10
28 26 30
28 27 10
28 30 10
28 31 10
28 32 15
28 35 15
28 39 15
28 43 10
28 47 30
28 48 15
28 51 15
28 52 10
28 53 30
28 55 10
28 58 10
28 59 30
28 60 30
28 61 10
28 62 30
28 64 30
28 67 30
28 68 15
28 69 15
28 73 10
28 75 30
28 78 30
28 79 30
28 83 30
28 85 10
28 90 30
28 91 30
28 92 10
28 94 15
28 99 30
29 1 30
29 3 10
29 6 10
29 7 15
29 8 15
29 13 15
29 14 30
29 16 15
29 17 15
29 20 10
29 24 30
29 25 10
29 28 30
29 31 15
29 32 30
29 35 15
29 37 10
29 39 15
29 41 10
29 44 30
29 45 10
29 46 10
29 47 10
29 48 15
29 49 10
29 51 10
29 52 30
29 53 30
29 55 15
29 56 15
29 57 15
29 59 10
29 60 30
29 61 30
29 62 10
29 63 30
29 64 30
29 65 15
29 66 15
29 67 30
29 70 10
29 72 10
29 83 15
29 85 10
29 86 30
29 95 30
29 97 15
29 99 10
30 1 30
30 6 15
30 11 15
30 12 30
30 13 15
30 15 10
30 18 15
30 20 15
30 21 10
30 22 15
30 23 15
30 25 30
30 26 10
30 29 10
30 31 15
30 32 15
30 33 10
30 35 30
30 38 15
30 39 15
30 42 15
30 43 10
30 44 15
30 45 15
30 47 10
30 48 30
30 49 10
30 50 10
30 54 15
30 56 30
30 61 10
30 62 10
30 63 10
30 64 30
30 71 30
30 72 10
30 74 10
30 76 30
30 78 30
30 80 30
30 81 10
30 82 10
30 83 30
30 84 10
30 85 10
30 86 10
30 87 15
30 90 10
30 92 30
30 95 30
30 96 15
30 99 30
31 3 30
31 4 15
31 5 15
31 6 10
31 7 10
31 8 30
31 11 10
31 13 15
31 20 15
31 21 30
31 24 30
31 26 10
31 27 10
31 32 30
31 33 10
31 34 10
31 38 30
31 41 15
31 42 10
31 43 15
31 44 10
31 45 10
31 46 30
31 47 15
31 52 15
31 53 10
31 57 10
31 60 30
31 63 30
31 64 30
31 65 15
31 66 30
31 67 10
31 68 10
31 69 30
31 72 10
31 76 15
31 77 15
31 79 30
31 80 30
31 84 30
31 85 15
31 86 10
31 88 15
31 89 30
31 90 15
31 92 30
31 93 15
31 95 30
31 97 10
31 99 10
32 1 10
32 4 10
32 6 30
32 8 15
32 9 30
32 10 30
32 12 15
32 13 30
32 14 30
32 15 30
32 17 30
32 18 15
32 19 30
32 21 10
32 26 30
32 33 10
32 37 15
32 39 15
32 40 15
32 41 30
32 45 15
32 49 10
32 50 10
32 51 15
32 53 15
32 55 10
32 59 30
32 67 30
32 68 30
32 71 10
32 72 30
32 73 15
32 74 30
32 75 15
32 76 30
32 78 10
32 79 10
32 81 15
32 82 30
32 83 10
32 85 15
32 88 30
32 90 10
32 91 10
32 93 30
32 94 10
32 96 15
32 97 15
32 98 10
32 99 30
33 2 15
33 7 30
33 8 30
33 9 15
33 10 30
33 11 15
33 12 10
33 13 10
33 14 30
33 15 10
33 17 10
33 19 10
33 20 15
33 22 15
33 24 10
33 27 30
33 28 10
33 29 10
33 34 30
33 38 15
33 39 15
33 40 15
33 41 30
33 42 10
33 45 30
33 46 15
33 48 30
33 52 10
33 53 10
33 55 15
33 56 10
33 57 15
33 58 15
33 61 30
33 63 10
33 69 10
33 70 10
33 71 30
33 72 15
33 73 15
33 74 15
33 75 15
33 76 10
33 78 30
33 81 15
33 82 30
33 83 30
33 86 30
33 87 10
33 91 30
33 93 10
33 95 30
33 96 30
33 97 30
33 99 10
34 2 10
34 3 30
34 5 15
34 6 30
34 7 10
34 10 15
34 12 10
34 13 15
34 14 30
34 17 15
34 18 15
34 19 10
34 21 10
34 25 30
34 28 30
34 29 10
34 30 30
34 32 10
34 35 30
34 38 15
34 40 15
34 42 10
34 45 30
34 46 10
34 49 30
34 57 10
34 58 15
34 60 30
34 63 15
34 64 30
34 66 10
34 68 15
34 71 10
34 72 15
34 74 15
34 76 30
34 80 30
34 83 30
34 85 30
34 88 15
34 89 15
34 91 15
34 93 10
34 95 30
34 96 15
34 97 10
34 98 30
34 99 30
35 4 10
35 7 15
35 8 15
35 9 30
35 11 15
35 12 30
35 14 30
35 16 30
35 18 15
35 21 30
35 22 10
35 26 15
35 27 15
35 31 10
35 32 15
35 33 10
35 37 15
35 38 10
35 39 15
35 40 30
35 41 15
35 45 10
35 46 10
35 47 15
35 48 10
35 49 10
35 52 30
35 54 15
35 55 15
35 56 30
35 57 15
35 58 10
35 60 10
35 61 15
35 63 30
35 66 15
35 67 10
35 68 10
35 69 10
35 73 15
35 75 30
35 77 15
35 78 30
35 79 10
35 81 15
35 83 30
35 84 15
35 86 30
35 87 10
35 91 10
35 92 15
35 94 30
35 96 15
35 97 30
35 99 30
36 1 10
36 2 30
36 4 10
36 5 10
36 8 15
36 9 15
36 10 10
36 12 15
36 13 30
36 15 10
36 16 10
36 17 10
36 19 10
36 20 30
36 26 10
36 27 15
36 28 10
36 29 30
36 30 30
36 31 30
36 32 30
36 33 15
36 34 30
36 35 10
36 37 30
36 39 30
36 42 15
36 43 30
36 44 30
36 45 10
36 49 30
36 51 10
36 52 30
36 53 10
36 55 30
36 56 10
36 58 10
36 59 30
36 61 10
36 63 15
36 64 15
36 66 15
36 67 10
36 70 30
36 72 10
36 75 10
36 76 15
36 77 10
36 78 30
36 84 30
36 85 30
36 86 15
36 87 10
36 89 15
36 93 15
36 95 30
36 97 15
36 99 30
37 1 30
37 3 10
37 5 30
37 8 15
37 9 10
37 11 10
37 12 15
37 15 15
37 18 15
37 20 30
37 23 30
37 24 30
37 25 30
37 26 15
37 28 15
37 30 15
37 31 30
37 33 10
37 34 10
37 40 10
37 41 10
37 44 10
37 45 30
37 46 15
37 50 10
37 53 30
37 54 30
37 55 30
37 56 30
37 57 30
37 58 10
37 60 30
37 61 15
37 63 10
37 65 30
37 73 10
37 74 15
37 78 30
37 80 30
37 82 10
37 83 15
37 85 30
37 86 30
37 87 30
37 88 30
37 92 30
37 93 30
37 94 30
37 99 30
38 1 30
38 4 10
38 5 10
38 10 30
38 14 30
38 15 10
38 16 10
38 21 30
38 22 15
38 28 10
38 29 10
38 32 10
38 36 30
38 37 15
38 39 10
38 45 15
38 47 30
38 48 30
38 50 15
38 51 15
38 52 30
38 54 30
38 55 30
38 56 15
38 59 15
38 61 15
38 64 30
38 66 15
38 69 30
38 70 30
38 71 30
38 75 15
38 76 15
38 78 30
38 79 10
38 80 30
38 81 10
38 82 30
38 84 10
38 85 30
38 86 30
38 88 30
38 92 15
38 93 30
38 94 15
38 95 30
38 97 30
38 99 30
39 2 10
39 4 15
39 5 10
39 6 10
39 10 10
39 14 15
39 15 30
39 20 10
39 21 10
39 22 15
39 23 15
39 24 15
39 25 10
39 26 10
39 31 30
39 34 30
39 37 15
39 40 30
39 41 10
39 47 15
39 50 10
39 52 10
39 53 15
39 54 30
39 58 15
39 59 10
39 64 30
39 65 10
39 66 10
39 70 15
39 73 10
39 75 15
39 77 30
39 78 15
39 79 15
39 83 15
39 84 10
39 86 30
39 89 15
39 90 30
39 91 30
39 92 30
39 93 30
39 95 30
39 97 10
39 99 10
40 1 10
40 3 15
40 5 15
40 6 10
40 7 30
40 10 30
40 11 10
40 14 10
40 18 15
40 20 15
40 22 15
40 25 10
40 26 30
40 28 30
40 29 10
40 30 15
40 31 15
40 36 15
40 38 10
40 41 15
40 44 10
40 46 30
40 47 15
40 48 10
40 52 30
40 53 15
40 54 10
40 55 30
40 57 30
40 58 30
40 60 15
40 64 15
40 67 10
40 69 30
40 71 10
40 73 30
40 74 30
40 78 15
40 83 10
40 84 30
40 85 30
40 86 10
40 88 30
40 92 10
40 93 15
40 95 30
40 97 30
40 98 30
40 99 10
41 2 15
41 3 30
41 4 10
41 5 10
41 9 15
41 11 30
41 14 30
41 17 30
41 18 15
41 19 10
41 25 10
41 26 30
41 28 10
41 30 10
41 34 30
41 36 15
41 38 15
41 44 30
41 49 15
41 50 15
41 51 30
41 52 10
41 53 15
41 54 10
41 60 30
41 61 15
41 63 15
41 64 30
41 65 30
41 66 30
41 68 30
41 69 15
41 70 30
41 71 10
41 72 30
41 74 30
41 75 15
41 76 15
41 77 10
41 78 10
41 79 10
41 81 15
41 85 15
41 90 30
41 92 15
41 95 15
41 96 15
41 98 10
41 99 15
42 6 30
42 7 10
42 10 10
42 12 15
42 15 10
42 17 15
42 18 15
42 19 10
42 20 30
42 22 15
42 23 15
42 26 30
42 28 10
42 29 30
42 32 15
42 35 30
42 37 15
42 38 10
42 39 30
42 40 15
42 41 10
42 44 15
42 46 15
42 47 10
42 48 30
42 49 30
42 50 10
42 53 10
42 56 10
42 60 15
42 61 10
42 63 30
42 64 30
42 67 15
42 68 10
42 69 10
42 70 30
42 71 15
42 72 30
42 73 10
42 74 10
42 76 30
42 78 15
42 79 15
42 80 10
42 85 30
42 86 30
42 87 30
42 88 30
42 92 10
42 95 30
42 98 30
42 99 15
43 2 30
43 5 10
43 6 10
43 9 10
43 11 15
43 13 30
43 14 30
43 16 10
43 17 30
43 23 30
43 24 30
43 25 30
43 26 15
43 27 15
43 29 10
43 32 15
43 33 10
43 34 15
43 35 30
43 37 15
43 38 15
43 39 15
43 40 15
43 41 15
43 42 15
43 46 30
43 47 15
43 48 15
43 49 10
43 51 10
43 52 15
43 53 10
43 55 10
43 59 30
43 63 10
43 65 30
43 68 10
43 71 10
43 80 30
43 82 30
43 83 15
43 85 10
43 88 10
43 90 10
43 92 30
43 94 15
43 97 15
43 99 30
44 2 10
44 10 10
44 11 15
44 12 10
44 13 30
44 14 10
44 17 15
44 19 30
44 20 15
44 24 30
44 27 30
44 28 30
44 32 10
44 33 10
44 34 10
44 35 30
44 38 15
44 39 15
44 43 30
44 45 10
44 50 15
44 51 30
44 53 30
44 54 30
44 57 30
44 62 30
44 65 30
44 67 30
44 70 15
44 71 15
44 73 15
44 75 30
44 76 10
44 79 10
44 80 30
44 83 15
44 86 15
44 90 15
44 92 10
44 94 30
44 95 30
44 99 10
45 1 30
45 3 30
45 4 15
45 9 10
45 10 30
45 11 10
45 13 15
45 15 10
45 17 15
45 18 30
45 19 30
45 20 15
45 21 30
45 22 15
45 28 30
45 39 10
45 40 30
45 41 15
45 42 10
45 43 30
45 46 30
45 47 30
45 49 30
45 51 15
45 53 10
45 54 30
45 55 30
45 56 10
